,,0
-131,-12,0.0
-130,-12,0.0
-129,-12,0.0
-128,-12,0.0
-127,-12,0.0
-126,-12,0.0
-125,-12,0.0
-124,-12,0.0
-123,-12,0.0
-122,-12,0.0
-121,-12,0.0
-120,-12,0.0
-119,-12,0.0
-118,-12,0.0
-117,-12,0.0
-116,-12,0.0
-85,-12,0.0
-84,-12,0.0
-83,-12,0.0
-13,-12,0.0
-11,-12,0.0
-10,-12,0.0
-9,-12,0.0
-8,-12,0.0
-7,-12,0.0
-6,-12,0.0
-5,-12,0.0
-4,-12,0.0
-3,-12,0.0
-2,-12,0.0
-1,-12,0.0
0,-12,0.0
1,-12,0.0
2,-12,0.0
3,-12,0.0
4,-12,0.0
5,-12,0.0
6,-12,0.0
7,-12,0.0
8,-12,0.0
9,-12,0.0
10,-12,0.0
11,-12,0.0
12,-12,0.0
41,-12,0.0
-12,-12,0.0
-14,-12,0.0
-82,-12,0.0
-15,-12,0.0
-81,-12,0.0
-80,-12,0.0
-79,-12,0.0
-37,-12,0.0
-36,-12,0.0
-35,-12,0.0
-34,-12,0.0
-33,-12,0.0
-32,-12,0.0
-31,-12,0.0
-30,-12,0.0
-29,-12,0.0
-28,-12,0.0
-27,-12,0.0
-26,-12,0.0
-25,-12,0.0
-24,-12,0.0
-23,-12,0.0
-22,-12,0.0
-21,-12,0.0
-20,-12,0.0
-19,-12,0.0
-18,-12,0.0
-17,-12,0.0
-16,-12,0.0
-141,-12,0.0
-143,-12,0.0
89,-13,0.0
138,-13,0.0
119,-13,0.0
120,-13,0.0
121,-13,0.0
122,-13,0.0
123,-13,0.0
124,-13,0.0
125,-13,0.0
126,-13,0.0
127,-13,0.0
128,-13,0.0
129,-13,0.0
137,-13,0.0
139,-13,0.0
-144,-12,0.0
140,-13,0.0
144,-13,0.0
145,-13,0.0
146,-13,0.0
147,-13,0.0
148,-13,0.0
149,-13,0.0
150,-13,0.0
151,-13,0.0
152,-13,0.0
153,-13,0.0
154,-13,0.0
118,-13,0.0
117,-13,0.0
116,-13,0.0
115,-13,0.0
90,-13,0.0
91,-13,0.0
92,-13,0.0
93,-13,0.0
94,-13,0.0
95,-13,0.0
96,-13,0.0
97,-13,0.0
98,-13,0.0
99,-13,0.0
100,-13,0.0
101,-13,0.0
102,-13,0.0
103,-13,0.0
104,-13,0.0
105,-13,0.0
106,-13,0.0
107,-13,0.0
108,-13,0.0
109,-13,0.0
110,-13,0.0
111,-13,0.0
112,-13,0.0
113,-13,0.0
114,-13,0.0
155,-13,0.0
156,-13,0.0
157,-13,0.0
-171,-12,0.0
-169,-12,0.0
-168,-12,0.0
-167,-12,0.0
-166,-12,0.0
-165,-12,0.0
-164,-12,0.0
-163,-12,0.0
-162,-12,0.0
-161,-12,0.0
-160,-12,0.0
-159,-12,0.0
-158,-12,0.0
-157,-12,0.0
-156,-12,0.0
-155,-12,0.0
-154,-12,0.0
-153,-12,0.0
-152,-12,0.0
-151,-12,0.0
-150,-12,0.0
-149,-12,0.0
-148,-12,0.0
-147,-12,0.0
-146,-12,0.0
-145,-12,0.0
-170,-12,0.0
-173,-12,0.0
158,-13,0.0
-174,-12,0.0
159,-13,0.0
160,-13,0.0
161,-13,0.0
162,-13,0.0
163,-13,0.0
164,-13,0.0
165,-13,0.0
166,-13,0.0
167,-13,0.0
168,-13,0.0
169,-13,0.0
170,-13,0.0
171,-13,0.0
172,-13,0.0
173,-13,0.0
174,-13,0.0
175,-13,0.0
176,-13,0.0
178,-13,0.0
-180,-12,0.0
-179,-12,0.0
-178,-12,0.0
-177,-12,0.0
-176,-12,0.0
-175,-12,0.0
-121,-17,0.0
-123,-17,0.0
127,-25,0.0
-105,-22,0.0
-117,-22,0.0
-116,-22,0.0
-115,-22,0.0
-114,-22,0.0
-113,-22,0.0
-112,-22,0.0
-111,-22,0.0
-110,-22,0.0
-109,-22,0.0
-108,-22,0.0
-107,-22,0.0
-106,-22,0.0
-104,-22,0.0
-90,-22,0.0
-103,-22,0.0
-102,-22,0.0
-101,-22,0.0
-100,-22,0.0
-99,-22,0.0
-98,-22,0.0
-97,-22,0.0
-96,-22,0.0
-95,-22,0.0
-94,-22,0.0
-93,-22,0.0
-92,-22,0.0
-118,-22,0.0
-119,-22,0.0
-120,-22,0.0
-121,-22,0.0
-149,-22,0.0
-148,-22,0.0
-147,-22,0.0
-146,-22,0.0
-145,-22,0.0
-144,-22,0.0
-143,-22,0.0
-142,-22,0.0
-140,-22,0.0
-139,-22,0.0
-138,-22,0.0
-135,-22,0.0
-134,-22,0.0
-133,-22,0.0
-132,-22,0.0
-131,-22,0.0
-130,-22,0.0
-129,-22,0.0
-128,-22,0.0
-127,-22,0.0
-126,-22,0.0
-125,-22,0.0
-124,-22,0.0
-123,-22,0.0
-122,-22,0.0
-91,-22,0.0
-89,-22,0.0
51,-23,0.0
-15,-22,0.0
-27,-22,0.0
-26,-22,0.0
-25,-22,0.0
-24,-22,0.0
-23,-22,0.0
-22,-22,0.0
-21,-22,0.0
-20,-22,0.0
-19,-22,0.0
-18,-22,0.0
-17,-22,0.0
-16,-22,0.0
-14,-22,0.0
-88,-22,0.0
-13,-22,0.0
-12,-22,0.0
-11,-22,0.0
-10,-22,0.0
-9,-22,0.0
-8,-22,0.0
-7,-22,0.0
-6,-22,0.0
-5,-22,0.0
-4,-22,0.0
-3,-22,0.0
-2,-22,0.0
-28,-22,0.0
-29,-22,0.0
-30,-22,0.0
-31,-22,0.0
-87,-22,0.0
-86,-22,0.0
-85,-22,0.0
-84,-22,0.0
-83,-22,0.0
-82,-22,0.0
-81,-22,0.0
-80,-22,0.0
-79,-22,0.0
-78,-22,0.0
-77,-22,0.0
-76,-22,0.0
-75,-22,0.0
-74,-22,0.0
-73,-22,0.0
-72,-22,0.0
-40,-22,0.0
-39,-22,0.0
-38,-22,0.0
-37,-22,0.0
-36,-22,0.0
-35,-22,0.0
-34,-22,0.0
-33,-22,0.0
-32,-22,0.0
-150,-22,0.0
-151,-22,0.0
-152,-22,0.0
94,-23,0.0
82,-23,0.0
83,-23,0.0
84,-23,0.0
85,-23,0.0
86,-23,0.0
87,-23,0.0
88,-23,0.0
89,-23,0.0
90,-23,0.0
91,-23,0.0
92,-23,0.0
93,-23,0.0
95,-23,0.0
-153,-22,0.0
96,-23,0.0
97,-23,0.0
98,-23,0.0
99,-23,0.0
100,-23,0.0
101,-23,0.0
102,-23,0.0
103,-23,0.0
104,-23,0.0
105,-23,0.0
106,-23,0.0
107,-23,0.0
81,-23,0.0
80,-23,0.0
79,-23,0.0
78,-23,0.0
53,-23,0.0
54,-23,0.0
55,-23,0.0
56,-23,0.0
57,-23,0.0
58,-23,0.0
59,-23,0.0
60,-23,0.0
61,-23,0.0
62,-23,0.0
63,-23,0.0
64,-23,0.0
65,-23,0.0
66,-23,0.0
67,-23,0.0
68,-23,0.0
69,-23,0.0
70,-23,0.0
71,-23,0.0
72,-23,0.0
73,-23,0.0
74,-23,0.0
75,-23,0.0
76,-23,0.0
77,-23,0.0
108,-23,0.0
109,-23,0.0
110,-23,0.0
175,-23,0.0
177,-23,0.0
178,-23,0.0
-180,-22,0.0
-179,-22,0.0
-178,-22,0.0
-177,-22,0.0
-174,-22,0.0
-173,-22,0.0
-172,-22,0.0
-171,-22,0.0
-170,-22,0.0
-169,-22,0.0
-168,-22,0.0
-167,-22,0.0
-166,-22,0.0
-165,-22,0.0
-164,-22,0.0
-163,-22,0.0
-162,-22,0.0
-161,-22,0.0
-159,-22,0.0
-157,-22,0.0
-156,-22,0.0
-155,-22,0.0
-154,-22,0.0
176,-23,0.0
174,-23,0.0
111,-23,0.0
173,-23,0.0
112,-23,0.0
125,-23,0.0
126,-23,0.0
128,-23,0.0
129,-23,0.0
151,-23,0.0
152,-23,0.0
153,-23,0.0
154,-23,0.0
155,-23,0.0
156,-23,0.0
157,-23,0.0
158,-23,0.0
159,-23,0.0
160,-23,0.0
161,-23,0.0
162,-23,0.0
163,-23,0.0
164,-23,0.0
165,-23,0.0
168,-23,0.0
169,-23,0.0
170,-23,0.0
171,-23,0.0
172,-23,0.0
-1,-22,0.0
0,-22,0.0
1,-22,0.0
-127,-21,0.0
-141,-21,0.0
-138,-21,0.0
-137,-21,0.0
-136,-21,0.0
-135,-21,0.0
-134,-21,0.0
-133,-21,0.0
-132,-21,0.0
-131,-21,0.0
-130,-21,0.0
-129,-21,0.0
-128,-21,0.0
-126,-21,0.0
-176,-21,0.0
-125,-21,0.0
-124,-21,0.0
-123,-21,0.0
-122,-21,0.0
-121,-21,0.0
-120,-21,0.0
-119,-21,0.0
-118,-21,0.0
-117,-21,0.0
-116,-21,0.0
-115,-21,0.0
-114,-21,0.0
-142,-21,0.0
-143,-21,0.0
-145,-21,0.0
-146,-21,0.0
-173,-21,0.0
-172,-21,0.0
-171,-21,0.0
-170,-21,0.0
-169,-21,0.0
-168,-21,0.0
-167,-21,0.0
-166,-21,0.0
-165,-21,0.0
-164,-21,0.0
-163,-21,0.0
-162,-21,0.0
-161,-21,0.0
-160,-21,0.0
-157,-21,0.0
-156,-21,0.0
-155,-21,0.0
-154,-21,0.0
-153,-21,0.0
-152,-21,0.0
-151,-21,0.0
-150,-21,0.0
-149,-21,0.0
-148,-21,0.0
-147,-21,0.0
-113,-21,0.0
-112,-21,0.0
-111,-21,0.0
-82,-21,0.0
-80,-21,0.0
-79,-21,0.0
-78,-21,0.0
-77,-21,0.0
-76,-21,0.0
-75,-21,0.0
-74,-21,0.0
-73,-21,0.0
-72,-21,0.0
-40,-21,0.0
-39,-21,0.0
-38,-21,0.0
-37,-21,0.0
-36,-21,0.0
-35,-21,0.0
-34,-21,0.0
-33,-21,0.0
-32,-21,0.0
-31,-21,0.0
-30,-21,0.0
-29,-21,0.0
-28,-21,0.0
-27,-21,0.0
-26,-21,0.0
-25,-21,0.0
-81,-21,0.0
-83,-21,0.0
-110,-21,0.0
-84,-21,0.0
-109,-21,0.0
-108,-21,0.0
-107,-21,0.0
-106,-21,0.0
-105,-21,0.0
-104,-21,0.0
-103,-21,0.0
-102,-21,0.0
-101,-21,0.0
-100,-21,0.0
-99,-21,0.0
-98,-21,0.0
-97,-21,0.0
-96,-21,0.0
-95,-21,0.0
-94,-21,0.0
-93,-21,0.0
-92,-21,0.0
-91,-21,0.0
-90,-21,0.0
-89,-21,0.0
-88,-21,0.0
-87,-21,0.0
-86,-21,0.0
-85,-21,0.0
-174,-21,0.0
-177,-21,0.0
2,-22,0.0
74,-22,0.0
62,-22,0.0
63,-22,0.0
64,-22,0.0
65,-22,0.0
66,-22,0.0
67,-22,0.0
68,-22,0.0
69,-22,0.0
70,-22,0.0
71,-22,0.0
72,-22,0.0
73,-22,0.0
75,-22,0.0
-178,-21,0.0
76,-22,0.0
77,-22,0.0
78,-22,0.0
79,-22,0.0
80,-22,0.0
81,-22,0.0
82,-22,0.0
83,-22,0.0
84,-22,0.0
85,-22,0.0
86,-22,0.0
87,-22,0.0
61,-22,0.0
60,-22,0.0
59,-22,0.0
58,-22,0.0
3,-22,0.0
4,-22,0.0
5,-22,0.0
6,-22,0.0
7,-22,0.0
8,-22,0.0
9,-22,0.0
10,-22,0.0
11,-22,0.0
12,-22,0.0
36,-22,0.0
37,-22,0.0
38,-22,0.0
39,-22,0.0
40,-22,0.0
41,-22,0.0
42,-22,0.0
49,-22,0.0
50,-22,0.0
51,-22,0.0
52,-22,0.0
53,-22,0.0
54,-22,0.0
56,-22,0.0
57,-22,0.0
88,-22,0.0
89,-22,0.0
90,-22,0.0
131,-22,0.0
150,-22,0.0
151,-22,0.0
152,-22,0.0
153,-22,0.0
154,-22,0.0
155,-22,0.0
156,-22,0.0
157,-22,0.0
158,-22,0.0
159,-22,0.0
160,-22,0.0
161,-22,0.0
162,-22,0.0
163,-22,0.0
169,-22,0.0
170,-22,0.0
171,-22,0.0
172,-22,0.0
173,-22,0.0
174,-22,0.0
175,-22,0.0
176,-22,0.0
177,-22,0.0
178,-22,0.0
-180,-21,0.0
137,-22,0.0
130,-22,0.0
91,-22,0.0
129,-22,0.0
92,-22,0.0
93,-22,0.0
94,-22,0.0
95,-22,0.0
96,-22,0.0
97,-22,0.0
98,-22,0.0
99,-22,0.0
100,-22,0.0
101,-22,0.0
102,-22,0.0
103,-22,0.0
104,-22,0.0
105,-22,0.0
106,-22,0.0
107,-22,0.0
108,-22,0.0
109,-22,0.0
110,-22,0.0
111,-22,0.0
112,-22,0.0
113,-22,0.0
125,-22,0.0
126,-22,0.0
128,-22,0.0
52,-23,0.0
50,-23,0.0
-23,-21,0.0
-19,-24,0.0
-31,-24,0.0
-30,-24,0.0
-29,-24,0.0
-28,-24,0.0
-27,-24,0.0
-26,-24,0.0
-25,-24,0.0
-24,-24,0.0
-23,-24,0.0
-22,-24,0.0
-21,-24,0.0
-20,-24,0.0
-18,-24,0.0
-4,-24,0.0
-17,-24,0.0
-16,-24,0.0
-15,-24,0.0
-14,-24,0.0
-13,-24,0.0
-12,-24,0.0
-11,-24,0.0
-10,-24,0.0
-9,-24,0.0
-8,-24,0.0
-7,-24,0.0
-6,-24,0.0
-32,-24,0.0
-33,-24,0.0
-34,-24,0.0
-35,-24,0.0
-88,-24,0.0
-87,-24,0.0
-86,-24,0.0
-85,-24,0.0
-84,-24,0.0
-83,-24,0.0
-82,-24,0.0
-81,-24,0.0
-80,-24,0.0
-79,-24,0.0
-78,-24,0.0
-77,-24,0.0
-76,-24,0.0
-75,-24,0.0
-74,-24,0.0
-73,-24,0.0
-72,-24,0.0
-43,-24,0.0
-42,-24,0.0
-41,-24,0.0
-40,-24,0.0
-39,-24,0.0
-38,-24,0.0
-37,-24,0.0
-36,-24,0.0
-5,-24,0.0
-3,-24,0.0
49,-23,0.0
67,-24,0.0
55,-24,0.0
56,-24,0.0
57,-24,0.0
58,-24,0.0
59,-24,0.0
60,-24,0.0
61,-24,0.0
62,-24,0.0
63,-24,0.0
64,-24,0.0
65,-24,0.0
66,-24,0.0
68,-24,0.0
-2,-24,0.0
69,-24,0.0
70,-24,0.0
71,-24,0.0
72,-24,0.0
73,-24,0.0
74,-24,0.0
75,-24,0.0
76,-24,0.0
77,-24,0.0
78,-24,0.0
79,-24,0.0
80,-24,0.0
54,-24,0.0
53,-24,0.0
52,-24,0.0
51,-24,0.0
-1,-24,0.0
0,-24,0.0
1,-24,0.0
2,-24,0.0
3,-24,0.0
4,-24,0.0
5,-24,0.0
6,-24,0.0
7,-24,0.0
8,-24,0.0
9,-24,0.0
10,-24,0.0
11,-24,0.0
12,-24,0.0
13,-24,0.0
36,-24,0.0
37,-24,0.0
38,-24,0.0
39,-24,0.0
40,-24,0.0
41,-24,0.0
42,-24,0.0
48,-24,0.0
49,-24,0.0
50,-24,0.0
-89,-24,0.0
-90,-24,0.0
-91,-24,0.0
-168,-24,0.0
-180,-24,0.0
-179,-24,0.0
-178,-24,0.0
-177,-24,0.0
-176,-24,0.0
-175,-24,0.0
-174,-24,0.0
-173,-24,0.0
-172,-24,0.0
-171,-24,0.0
-170,-24,0.0
-169,-24,0.0
-167,-24,0.0
-92,-24,0.0
-166,-24,0.0
-165,-24,0.0
-164,-24,0.0
-163,-24,0.0
-162,-24,0.0
-161,-24,0.0
-160,-24,0.0
-159,-24,0.0
-158,-24,0.0
-157,-24,0.0
-156,-24,0.0
-155,-24,0.0
178,-25,0.0
177,-25,0.0
176,-25,0.0
175,-25,0.0
136,-25,0.0
137,-25,0.0
138,-25,0.0
140,-25,0.0
154,-25,0.0
155,-25,0.0
156,-25,0.0
157,-25,0.0
158,-25,0.0
159,-25,0.0
160,-25,0.0
161,-25,0.0
162,-25,0.0
163,-25,0.0
164,-25,0.0
165,-25,0.0
166,-25,0.0
167,-25,0.0
168,-25,0.0
169,-25,0.0
170,-25,0.0
171,-25,0.0
172,-25,0.0
173,-25,0.0
174,-25,0.0
-154,-24,0.0
-153,-24,0.0
-152,-24,0.0
-119,-24,0.0
-117,-24,0.0
-116,-24,0.0
-115,-24,0.0
-114,-24,0.0
-113,-24,0.0
-112,-24,0.0
-111,-24,0.0
-110,-24,0.0
-109,-24,0.0
-108,-24,0.0
-107,-24,0.0
-106,-24,0.0
-105,-24,0.0
-104,-24,0.0
-103,-24,0.0
-102,-24,0.0
-101,-24,0.0
-100,-24,0.0
-99,-24,0.0
-98,-24,0.0
-97,-24,0.0
-96,-24,0.0
-95,-24,0.0
-94,-24,0.0
-93,-24,0.0
-118,-24,0.0
-120,-24,0.0
-151,-24,0.0
-121,-24,0.0
-149,-24,0.0
-147,-24,0.0
-146,-24,0.0
-145,-24,0.0
-144,-24,0.0
-143,-24,0.0
-142,-24,0.0
-141,-24,0.0
-140,-24,0.0
-139,-24,0.0
-138,-24,0.0
-137,-24,0.0
-134,-24,0.0
-133,-24,0.0
-132,-24,0.0
-131,-24,0.0
-130,-24,0.0
-129,-24,0.0
-128,-24,0.0
-127,-24,0.0
-126,-24,0.0
-125,-24,0.0
-124,-24,0.0
-123,-24,0.0
-122,-24,0.0
81,-24,0.0
82,-24,0.0
83,-24,0.0
-82,-23,0.0
-94,-23,0.0
-93,-23,0.0
-92,-23,0.0
-91,-23,0.0
-90,-23,0.0
-89,-23,0.0
-88,-23,0.0
-87,-23,0.0
-86,-23,0.0
-85,-23,0.0
-84,-23,0.0
-83,-23,0.0
-81,-23,0.0
-125,-23,0.0
-80,-23,0.0
-79,-23,0.0
-78,-23,0.0
-77,-23,0.0
-76,-23,0.0
-75,-23,0.0
-74,-23,0.0
-73,-23,0.0
-72,-23,0.0
-40,-23,0.0
-39,-23,0.0
-38,-23,0.0
-95,-23,0.0
-96,-23,0.0
-97,-23,0.0
-98,-23,0.0
-123,-23,0.0
-122,-23,0.0
-121,-23,0.0
-120,-23,0.0
-119,-23,0.0
-118,-23,0.0
-117,-23,0.0
-116,-23,0.0
-115,-23,0.0
-114,-23,0.0
-113,-23,0.0
-112,-23,0.0
-111,-23,0.0
-110,-23,0.0
-109,-23,0.0
-108,-23,0.0
-107,-23,0.0
-106,-23,0.0
-105,-23,0.0
-104,-23,0.0
-103,-23,0.0
-102,-23,0.0
-101,-23,0.0
-100,-23,0.0
-99,-23,0.0
-37,-23,0.0
-36,-23,0.0
-35,-23,0.0
-6,-23,0.0
-4,-23,0.0
-3,-23,0.0
-2,-23,0.0
-1,-23,0.0
0,-23,0.0
1,-23,0.0
2,-23,0.0
3,-23,0.0
4,-23,0.0
5,-23,0.0
6,-23,0.0
7,-23,0.0
8,-23,0.0
9,-23,0.0
10,-23,0.0
11,-23,0.0
12,-23,0.0
13,-23,0.0
36,-23,0.0
37,-23,0.0
38,-23,0.0
39,-23,0.0
40,-23,0.0
41,-23,0.0
42,-23,0.0
-5,-23,0.0
-7,-23,0.0
-34,-23,0.0
-8,-23,0.0
-33,-23,0.0
-32,-23,0.0
-31,-23,0.0
-30,-23,0.0
-29,-23,0.0
-28,-23,0.0
-27,-23,0.0
-26,-23,0.0
-25,-23,0.0
-24,-23,0.0
-23,-23,0.0
-22,-23,0.0
-21,-23,0.0
-20,-23,0.0
-19,-23,0.0
-18,-23,0.0
-17,-23,0.0
-16,-23,0.0
-15,-23,0.0
-14,-23,0.0
-13,-23,0.0
-12,-23,0.0
-11,-23,0.0
-10,-23,0.0
-9,-23,0.0
-124,-23,0.0
-126,-23,0.0
84,-24,0.0
158,-24,0.0
124,-24,0.0
125,-24,0.0
126,-24,0.0
127,-24,0.0
128,-24,0.0
130,-24,0.0
152,-24,0.0
153,-24,0.0
154,-24,0.0
155,-24,0.0
156,-24,0.0
157,-24,0.0
159,-24,0.0
-127,-23,0.0
160,-24,0.0
161,-24,0.0
162,-24,0.0
163,-24,0.0
164,-24,0.0
165,-24,0.0
166,-24,0.0
167,-24,0.0
168,-24,0.0
169,-24,0.0
170,-24,0.0
171,-24,0.0
123,-24,0.0
112,-24,0.0
111,-24,0.0
110,-24,0.0
85,-24,0.0
86,-24,0.0
87,-24,0.0
88,-24,0.0
89,-24,0.0
90,-24,0.0
91,-24,0.0
92,-24,0.0
93,-24,0.0
94,-24,0.0
95,-24,0.0
96,-24,0.0
97,-24,0.0
98,-24,0.0
99,-24,0.0
100,-24,0.0
101,-24,0.0
102,-24,0.0
103,-24,0.0
104,-24,0.0
105,-24,0.0
106,-24,0.0
107,-24,0.0
108,-24,0.0
109,-24,0.0
172,-24,0.0
173,-24,0.0
174,-24,0.0
-156,-23,0.0
-154,-23,0.0
-153,-23,0.0
-151,-23,0.0
-150,-23,0.0
-149,-23,0.0
-148,-23,0.0
-147,-23,0.0
-146,-23,0.0
-145,-23,0.0
-144,-23,0.0
-143,-23,0.0
-142,-23,0.0
-141,-23,0.0
-140,-23,0.0
-139,-23,0.0
-138,-23,0.0
-136,-23,0.0
-135,-23,0.0
-134,-23,0.0
-133,-23,0.0
-132,-23,0.0
-131,-23,0.0
-130,-23,0.0
-129,-23,0.0
-128,-23,0.0
-155,-23,0.0
-157,-23,0.0
175,-24,0.0
-158,-23,0.0
176,-24,0.0
177,-24,0.0
178,-24,0.0
-180,-23,0.0
-179,-23,0.0
-178,-23,0.0
-177,-23,0.0
-176,-23,0.0
-175,-23,0.0
-174,-23,0.0
-173,-23,0.0
-172,-23,0.0
-171,-23,0.0
-170,-23,0.0
-169,-23,0.0
-168,-23,0.0
-167,-23,0.0
-166,-23,0.0
-165,-23,0.0
-164,-23,0.0
-163,-23,0.0
-162,-23,0.0
-161,-23,0.0
-160,-23,0.0
-159,-23,0.0
-24,-21,0.0
-22,-21,0.0
-124,-17,0.0
160,-19,0.0
148,-19,0.0
149,-19,0.0
150,-19,0.0
151,-19,0.0
152,-19,0.0
153,-19,0.0
154,-19,0.0
155,-19,0.0
156,-19,0.0
157,-19,0.0
158,-19,0.0
159,-19,0.0
161,-19,0.0
-178,-18,0.0
162,-19,0.0
163,-19,0.0
164,-19,0.0
165,-19,0.0
166,-19,0.0
167,-19,0.0
170,-19,0.0
171,-19,0.0
172,-19,0.0
173,-19,0.0
174,-19,0.0
175,-19,0.0
147,-19,0.0
132,-19,0.0
131,-19,0.0
120,-19,0.0
95,-19,0.0
96,-19,0.0
97,-19,0.0
98,-19,0.0
99,-19,0.0
100,-19,0.0
101,-19,0.0
102,-19,0.0
103,-19,0.0
104,-19,0.0
105,-19,0.0
106,-19,0.0
107,-19,0.0
108,-19,0.0
109,-19,0.0
110,-19,0.0
111,-19,0.0
112,-19,0.0
113,-19,0.0
114,-19,0.0
115,-19,0.0
116,-19,0.0
117,-19,0.0
118,-19,0.0
119,-19,0.0
176,-19,0.0
-177,-18,0.0
-87,-19,0.0
-124,-18,0.0
-136,-18,0.0
-135,-18,0.0
-134,-18,0.0
-133,-18,0.0
-132,-18,0.0
-131,-18,0.0
-130,-18,0.0
-129,-18,0.0
-128,-18,0.0
-127,-18,0.0
-126,-18,0.0
-125,-18,0.0
-123,-18,0.0
-176,-18,0.0
-122,-18,0.0
-121,-18,0.0
-120,-18,0.0
-119,-18,0.0
-118,-18,0.0
-117,-18,0.0
-116,-18,0.0
-115,-18,0.0
-114,-18,0.0
-113,-18,0.0
-112,-18,0.0
-111,-18,0.0
-137,-18,0.0
-138,-18,0.0
-140,-18,0.0
-147,-18,0.0
-175,-18,0.0
-174,-18,0.0
-173,-18,0.0
-172,-18,0.0
-171,-18,0.0
-170,-18,0.0
-169,-18,0.0
-168,-18,0.0
-167,-18,0.0
-166,-18,0.0
-165,-18,0.0
-164,-18,0.0
-163,-18,0.0
-162,-18,0.0
-161,-18,0.0
-160,-18,0.0
-159,-18,0.0
-158,-18,0.0
-157,-18,0.0
-156,-18,0.0
-155,-18,0.0
-154,-18,0.0
-153,-18,0.0
-152,-18,0.0
-148,-18,0.0
94,-19,0.0
93,-19,0.0
92,-19,0.0
-12,-19,0.0
-24,-19,0.0
-23,-19,0.0
-22,-19,0.0
-21,-19,0.0
-20,-19,0.0
-19,-19,0.0
-18,-19,0.0
-17,-19,0.0
-16,-19,0.0
-15,-19,0.0
-14,-19,0.0
-13,-19,0.0
-11,-19,0.0
91,-19,0.0
-10,-19,0.0
-9,-19,0.0
-8,-19,0.0
-7,-19,0.0
-6,-19,0.0
-5,-19,0.0
-4,-19,0.0
-3,-19,0.0
-2,-19,0.0
-1,-19,0.0
0,-19,0.0
1,-19,0.0
-25,-19,0.0
-26,-19,0.0
-27,-19,0.0
-28,-19,0.0
-85,-19,0.0
-84,-19,0.0
-83,-19,0.0
-82,-19,0.0
-81,-19,0.0
-80,-19,0.0
-79,-19,0.0
-78,-19,0.0
-77,-19,0.0
-76,-19,0.0
-75,-19,0.0
-74,-19,0.0
-73,-19,0.0
-72,-19,0.0
-39,-19,0.0
-38,-19,0.0
-37,-19,0.0
-36,-19,0.0
-35,-19,0.0
-34,-19,0.0
-33,-19,0.0
-32,-19,0.0
-31,-19,0.0
-30,-19,0.0
-29,-19,0.0
2,-19,0.0
3,-19,0.0
4,-19,0.0
64,-19,0.0
66,-19,0.0
67,-19,0.0
68,-19,0.0
69,-19,0.0
70,-19,0.0
71,-19,0.0
72,-19,0.0
73,-19,0.0
74,-19,0.0
75,-19,0.0
76,-19,0.0
77,-19,0.0
78,-19,0.0
79,-19,0.0
80,-19,0.0
81,-19,0.0
82,-19,0.0
83,-19,0.0
84,-19,0.0
85,-19,0.0
86,-19,0.0
87,-19,0.0
88,-19,0.0
89,-19,0.0
90,-19,0.0
65,-19,0.0
63,-19,0.0
5,-19,0.0
62,-19,0.0
6,-19,0.0
7,-19,0.0
8,-19,0.0
9,-19,0.0
10,-19,0.0
11,-19,0.0
37,-19,0.0
38,-19,0.0
39,-19,0.0
40,-19,0.0
41,-19,0.0
42,-19,0.0
43,-19,0.0
50,-19,0.0
51,-19,0.0
52,-19,0.0
53,-19,0.0
54,-19,0.0
55,-19,0.0
56,-19,0.0
57,-19,0.0
58,-19,0.0
59,-19,0.0
60,-19,0.0
61,-19,0.0
-110,-18,0.0
-109,-18,0.0
-108,-18,0.0
147,-18,0.0
110,-18,0.0
111,-18,0.0
112,-18,0.0
113,-18,0.0
114,-18,0.0
115,-18,0.0
116,-18,0.0
117,-18,0.0
118,-18,0.0
119,-18,0.0
120,-18,0.0
121,-18,0.0
148,-18,0.0
79,-18,0.0
149,-18,0.0
150,-18,0.0
151,-18,0.0
152,-18,0.0
153,-18,0.0
154,-18,0.0
155,-18,0.0
156,-18,0.0
157,-18,0.0
158,-18,0.0
159,-18,0.0
160,-18,0.0
109,-18,0.0
108,-18,0.0
107,-18,0.0
106,-18,0.0
81,-18,0.0
82,-18,0.0
83,-18,0.0
84,-18,0.0
85,-18,0.0
86,-18,0.0
87,-18,0.0
88,-18,0.0
89,-18,0.0
90,-18,0.0
91,-18,0.0
92,-18,0.0
93,-18,0.0
94,-18,0.0
95,-18,0.0
96,-18,0.0
97,-18,0.0
98,-18,0.0
99,-18,0.0
100,-18,0.0
101,-18,0.0
102,-18,0.0
103,-18,0.0
104,-18,0.0
105,-18,0.0
161,-18,0.0
162,-18,0.0
163,-18,0.0
-162,-17,0.0
-160,-17,0.0
-159,-17,0.0
-158,-17,0.0
-157,-17,0.0
-156,-17,0.0
-155,-17,0.0
-154,-17,0.0
-149,-17,0.0
-148,-17,0.0
-140,-17,0.0
-139,-17,0.0
-138,-17,0.0
-137,-17,0.0
-136,-17,0.0
-135,-17,0.0
-134,-17,0.0
-133,-17,0.0
-132,-17,0.0
-131,-17,0.0
-130,-17,0.0
-129,-17,0.0
-128,-17,0.0
-127,-17,0.0
-126,-17,0.0
-125,-17,0.0
-161,-17,0.0
-163,-17,0.0
164,-18,0.0
-164,-17,0.0
165,-18,0.0
166,-18,0.0
167,-18,0.0
169,-18,0.0
170,-18,0.0
171,-18,0.0
172,-18,0.0
173,-18,0.0
174,-18,0.0
